sentence_id	sentence	target	category	polarity	category_polarity	entailed	start	end
1367358:2	Pizza is terrific , as is homemade pasta .	Pizza	food quality	negative	food quality negative	no	0	0
1367358:2	Pizza is terrific , as is homemade pasta .	Pizza	food quality	positive	food quality positive	yes	1	2
1367358:2	Pizza is terrific , as is homemade pasta .	Pizza	food quality	neutral	food quality neutral	no	0	0
1367358:2	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	negative	food quality negative	no	0	0
1367358:2	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	positive	food quality positive	yes	7	9
1367358:2	Pizza is terrific , as is homemade pasta .	homemade pasta	food quality	neutral	food quality neutral	no	0	0
1367358:3	Ambience is delightful , service impeccable .	Ambience	ambience general	negative	ambience general negative	no	0	0
1367358:3	Ambience is delightful , service impeccable .	Ambience	ambience general	positive	ambience general positive	yes	1	2
1367358:3	Ambience is delightful , service impeccable .	Ambience	ambience general	neutral	ambience general neutral	no	0	0
1367358:3	Ambience is delightful , service impeccable .	service	service general	negative	service general negative	no	0	0
1367358:3	Ambience is delightful , service impeccable .	service	service general	positive	service general positive	yes	5	6
1367358:3	Ambience is delightful , service impeccable .	service	service general	neutral	service general neutral	no	0	0
1380450:0	I 'm still mad that i had to pay for lousy food .	food	food quality	negative	food quality negative	yes	12	13
1380450:0	I 'm still mad that i had to pay for lousy food .	food	food quality	positive	food quality positive	no	0	0
1380450:0	I 'm still mad that i had to pay for lousy food .	food	food quality	neutral	food quality neutral	no	0	0
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	hanger steak	food quality	negative	food quality negative	yes	2	4
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	hanger steak	food quality	positive	food quality positive	no	0	0
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	hanger steak	food quality	neutral	food quality neutral	no	0	0
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	tuna	food quality	negative	food quality negative	yes	9	10
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	tuna	food quality	positive	food quality positive	no	0	0
1380450:1	The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .	tuna	food quality	neutral	food quality neutral	no	0	0
1380450:2	Service was also horrible and the ambience is not that great .	Service	service general	negative	service general negative	yes	1	2
1380450:2	Service was also horrible and the ambience is not that great .	Service	service general	positive	service general positive	no	0	0
1380450:2	Service was also horrible and the ambience is not that great .	Service	service general	neutral	service general neutral	no	0	0
1380450:2	Service was also horrible and the ambience is not that great .	ambience	ambience general	negative	ambience general negative	yes	7	8
1380450:2	Service was also horrible and the ambience is not that great .	ambience	ambience general	positive	ambience general positive	no	0	0
1380450:2	Service was also horrible and the ambience is not that great .	ambience	ambience general	neutral	ambience general neutral	no	0	0
1380450:3	DO not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .	NULL	restaurant miscellaneous	negative	restaurant miscellaneous negative	yes	0	0
1380450:3	DO not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .	NULL	restaurant miscellaneous	positive	restaurant miscellaneous positive	no	0	0
1380450:3	DO not try unless you 're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .	NULL	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1387314:0	I go and eat out at many different restaurants and this is one place you have go and try .	place	restaurant general	negative	restaurant general negative	no	0	0
1387314:0	I go and eat out at many different restaurants and this is one place you have go and try .	place	restaurant general	positive	restaurant general positive	yes	14	15
1387314:0	I go and eat out at many different restaurants and this is one place you have go and try .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	negative	food quality negative	no	0	0
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	positive	food quality positive	yes	14	15
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	food	food quality	neutral	food quality neutral	no	0	0
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	negative	service general negative	no	0	0
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	positive	service general positive	yes	16	17
1387314:1	This is my first time writing a review for a restaurant because the food and service was excellent .	service	service general	neutral	service general neutral	no	0	0
1387314:2	The filet mignon dish was superb !	filet mignon dish	food quality	negative	food quality negative	no	0	0
1387314:2	The filet mignon dish was superb !	filet mignon dish	food quality	positive	food quality positive	yes	2	5
1387314:2	The filet mignon dish was superb !	filet mignon dish	food quality	neutral	food quality neutral	no	0	0
1387314:3	I would defiantly come back here again as one of my top choices .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1387314:3	I would defiantly come back here again as one of my top choices .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1387314:3	I would defiantly come back here again as one of my top choices .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1387314:4	It 's a small cute restaurant .	restaurant	ambience general	negative	ambience general negative	no	0	0
1387314:4	It 's a small cute restaurant .	restaurant	ambience general	positive	ambience general positive	yes	6	7
1387314:4	It 's a small cute restaurant .	restaurant	ambience general	neutral	ambience general neutral	no	0	0
1390357:0	I absolutely love this place ! ! !	place	restaurant general	negative	restaurant general negative	no	0	0
1390357:0	I absolutely love this place ! ! !	place	restaurant general	positive	restaurant general positive	yes	5	6
1390357:0	I absolutely love this place ! ! !	place	restaurant general	neutral	restaurant general neutral	no	0	0
1390357:2	I like the ambience , it 's very dark and original .	ambience	ambience general	negative	ambience general negative	no	0	0
1390357:2	I like the ambience , it 's very dark and original .	ambience	ambience general	positive	ambience general positive	yes	4	5
1390357:2	I like the ambience , it 's very dark and original .	ambience	ambience general	neutral	ambience general neutral	no	0	0
1390357:4	The sushi is amazing ! ! ! 	sushi	food quality	negative	food quality negative	no	0	0
1390357:4	The sushi is amazing ! ! ! 	sushi	food quality	positive	food quality positive	yes	2	3
1390357:4	The sushi is amazing ! ! ! 	sushi	food quality	neutral	food quality neutral	no	0	0
1390357:5	And amazingly cheap .	NULL	food prices	negative	food prices negative	no	0	0
1390357:5	And amazingly cheap .	NULL	food prices	positive	food prices positive	yes	0	0
1390357:5	And amazingly cheap .	NULL	food prices	neutral	food prices neutral	no	0	0
1390357:6	Big thumbs up !	NULL	restaurant general	negative	restaurant general negative	no	0	0
1390357:6	Big thumbs up !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1390357:6	Big thumbs up !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1394712:0	Very affordable and excellent ambient !	ambient	ambience general	negative	ambience general negative	no	0	0
1394712:0	Very affordable and excellent ambient !	ambient	ambience general	positive	ambience general positive	yes	5	6
1394712:0	Very affordable and excellent ambient !	ambient	ambience general	neutral	ambience general neutral	no	0	0
1394712:0	Very affordable and excellent ambient !	NULL	restaurant prices	negative	restaurant prices negative	no	0	0
1394712:0	Very affordable and excellent ambient !	NULL	restaurant prices	positive	restaurant prices positive	yes	0	0
1394712:0	Very affordable and excellent ambient !	NULL	restaurant prices	neutral	restaurant prices neutral	no	0	0
1394712:1	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .	beef and noodle soup dishes	food quality	negative	food quality negative	yes	4	9
1394712:1	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .	beef and noodle soup dishes	food quality	positive	food quality positive	no	0	0
1394712:1	We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .	beef and noodle soup dishes	food quality	neutral	food quality neutral	no	0	0
1394712:2	We were very disappointed .	NULL	food quality	negative	food quality negative	yes	0	0
1394712:2	We were very disappointed .	NULL	food quality	positive	food quality positive	no	0	0
1394712:2	We were very disappointed .	NULL	food quality	neutral	food quality neutral	no	0	0
1394712:3	We won 't go to this place again for a good meal .	meal	food quality	negative	food quality negative	yes	12	13
1394712:3	We won 't go to this place again for a good meal .	meal	food quality	positive	food quality positive	no	0	0
1394712:3	We won 't go to this place again for a good meal .	meal	food quality	neutral	food quality neutral	no	0	0
1394712:4	However , I think this place is a good hang out spot .	place	ambience general	negative	ambience general negative	no	0	0
1394712:4	However , I think this place is a good hang out spot .	place	ambience general	positive	ambience general positive	yes	6	7
1394712:4	However , I think this place is a good hang out spot .	place	ambience general	neutral	ambience general neutral	no	0	0
1395421:0	My Girlfriend and I stumbled onto this hopping place the other night and had a great time !	place	restaurant general	negative	restaurant general negative	no	0	0
1395421:0	My Girlfriend and I stumbled onto this hopping place the other night and had a great time !	place	restaurant general	positive	restaurant general positive	yes	9	10
1395421:0	My Girlfriend and I stumbled onto this hopping place the other night and had a great time !	place	restaurant general	neutral	restaurant general neutral	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	Pizza	food quality	negative	food quality negative	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	Pizza	food quality	positive	food quality positive	yes	2	3
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	Pizza	food quality	neutral	food quality neutral	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	wine	drinks quality	negative	drinks quality negative	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	wine	drinks quality	positive	drinks quality positive	yes	4	5
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	wine	drinks quality	neutral	drinks quality neutral	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	service	service general	negative	service general negative	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	service	service general	positive	service general positive	yes	7	8
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	service	service general	neutral	service general neutral	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	backyard dining area	ambience general	negative	ambience general negative	no	0	0
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	backyard dining area	ambience general	positive	ambience general positive	yes	16	19
1395421:1	THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area .	backyard dining area	ambience general	neutral	ambience general neutral	no	0	0
1395421:2	It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country .	NULL	ambience general	negative	ambience general negative	no	0	0
1395421:2	It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country .	NULL	ambience general	positive	ambience general positive	yes	0	0
1395421:2	It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country .	NULL	ambience general	neutral	ambience general neutral	no	0	0
1395421:3	They tell me they are going to cover the garden in glass for the winter , so i 'm looking forward to going there on a snowy night to enjoy it .	NULL	restaurant miscellaneous	negative	restaurant miscellaneous negative	no	0	0
1395421:3	They tell me they are going to cover the garden in glass for the winter , so i 'm looking forward to going there on a snowy night to enjoy it .	NULL	restaurant miscellaneous	positive	restaurant miscellaneous positive	yes	0	0
1395421:3	They tell me they are going to cover the garden in glass for the winter , so i 'm looking forward to going there on a snowy night to enjoy it .	NULL	restaurant miscellaneous	neutral	restaurant miscellaneous neutral	no	0	0
1395421:4	Check this place out !	place	restaurant general	negative	restaurant general negative	no	0	0
1395421:4	Check this place out !	place	restaurant general	positive	restaurant general positive	yes	3	4
1395421:4	Check this place out !	place	restaurant general	neutral	restaurant general neutral	no	0	0
1395421:5	HIGHLY RECOMMENDED ! ! ! ! !	NULL	restaurant general	negative	restaurant general negative	no	0	0
1395421:5	HIGHLY RECOMMENDED ! ! ! ! !	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1395421:5	HIGHLY RECOMMENDED ! ! ! ! !	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1398844:0	First of all , this place is  *not * romantic , as claimed by Citysearch 's editorial review .	place	ambience general	negative	ambience general negative	yes	6	7
1398844:0	First of all , this place is  *not * romantic , as claimed by Citysearch 's editorial review .	place	ambience general	positive	ambience general positive	no	0	0
1398844:0	First of all , this place is  *not * romantic , as claimed by Citysearch 's editorial review .	place	ambience general	neutral	ambience general neutral	no	0	0
1398844:1	Either that , or the editor 's idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .	NULL	ambience general	negative	ambience general negative	yes	0	0
1398844:1	Either that , or the editor 's idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .	NULL	ambience general	positive	ambience general positive	no	0	0
1398844:1	Either that , or the editor 's idea of romance must be sharing a conversation with the next table , while trying to speak louder than the traffic on 57th .	NULL	ambience general	neutral	ambience general neutral	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	tables	ambience general	negative	ambience general negative	yes	2	3
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	tables	ambience general	positive	ambience general positive	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	tables	ambience general	neutral	ambience general neutral	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	menu	food style_options	negative	food style_options negative	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	menu	food style_options	positive	food style_options positive	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	menu	food style_options	neutral	food style_options neutral	yes	10	11
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	wine list	drinks prices	negative	drinks prices negative	yes	20	22
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	wine list	drinks prices	positive	drinks prices positive	no	0	0
1398844:2	The tables are crammed way too close , the menu is typical of any Italian restaurant , and the wine list is simply overpriced .	wine list	drinks prices	neutral	drinks prices neutral	no	0	0
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks quality	negative	drinks quality negative	yes	4	5
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks quality	positive	drinks quality positive	no	0	0
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks quality	neutral	drinks quality neutral	no	0	0
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks prices	negative	drinks prices negative	yes	4	5
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks prices	positive	drinks prices positive	no	0	0
1398844:3	Slightly above average wines start at  $70 + with only one selection listed at  $30 + .	wines	drinks prices	neutral	drinks prices neutral	no	0	0
1398844:4	Service is not what one would expect from a joint in this price category .	Service	service general	negative	service general negative	yes	1	2
1398844:4	Service is not what one would expect from a joint in this price category .	Service	service general	positive	service general positive	no	0	0
1398844:4	Service is not what one would expect from a joint in this price category .	Service	service general	neutral	service general neutral	no	0	0
1398844:5	For instance , plates were just dumped on the table , I was handed the wine list upside down , etc . . . . 	NULL	service general	negative	service general negative	yes	0	0
1398844:5	For instance , plates were just dumped on the table , I was handed the wine list upside down , etc . . . . 	NULL	service general	positive	service general positive	no	0	0
1398844:5	For instance , plates were just dumped on the table , I was handed the wine list upside down , etc . . . . 	NULL	service general	neutral	service general neutral	no	0	0
1398844:6	Somehow working the italian charm with constant mille grazie does not constitute proper service .	service	service general	negative	service general negative	yes	14	15
1398844:6	Somehow working the italian charm with constant mille grazie does not constitute proper service .	service	service general	positive	service general positive	no	0	0
1398844:6	Somehow working the italian charm with constant mille grazie does not constitute proper service .	service	service general	neutral	service general neutral	no	0	0
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	food	food quality	negative	food quality negative	no	0	0
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	food	food quality	positive	food quality positive	yes	12	13
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	food	food quality	neutral	food quality neutral	no	0	0
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	Teodora	restaurant general	negative	restaurant general negative	yes	30	31
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	Teodora	restaurant general	positive	restaurant general positive	no	0	0
1398844:7	To be completely fair , the only redeeming factor was the food , which was above average , but couldn 't make up for all the other deficiencies of Teodora .	Teodora	restaurant general	neutral	restaurant general neutral	no	0	0
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	meals	food quality	negative	food quality negative	yes	5	6
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	meals	food quality	positive	food quality positive	no	0	0
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	meals	food quality	neutral	food quality neutral	no	0	0
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	rosemary or orange flavoring	food quality	negative	food quality negative	yes	15	19
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	rosemary or orange flavoring	food quality	positive	food quality positive	no	0	0
1404042:1	Not one of our meals was edible - bland and /or made with weird rosemary or orange flavoring .	rosemary or orange flavoring	food quality	neutral	food quality neutral	no	0	0
1404042:2	Fish was overdone .	Fish	food quality	negative	food quality negative	yes	1	2
1404042:2	Fish was overdone .	Fish	food quality	positive	food quality positive	no	0	0
1404042:2	Fish was overdone .	Fish	food quality	neutral	food quality neutral	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	wait staff	service general	negative	service general negative	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	wait staff	service general	positive	service general positive	yes	5	7
1404042:3	Cute place , nice wait staff but would never go there again .	wait staff	service general	neutral	service general neutral	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	place	ambience general	negative	ambience general negative	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	place	ambience general	positive	ambience general positive	yes	2	3
1404042:3	Cute place , nice wait staff but would never go there again .	place	ambience general	neutral	ambience general neutral	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	place	restaurant general	negative	restaurant general negative	yes	2	3
1404042:3	Cute place , nice wait staff but would never go there again .	place	restaurant general	positive	restaurant general positive	no	0	0
1404042:3	Cute place , nice wait staff but would never go there again .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1404042:4	Someone else recommended the dessert - we also left that .	dessert	food quality	negative	food quality negative	yes	5	6
1404042:4	Someone else recommended the dessert - we also left that .	dessert	food quality	positive	food quality positive	no	0	0
1404042:4	Someone else recommended the dessert - we also left that .	dessert	food quality	neutral	food quality neutral	no	0	0
1404042:5	One of us actually liked the expresso - that 's it .	expresso	drinks quality	negative	drinks quality negative	no	0	0
1404042:5	One of us actually liked the expresso - that 's it .	expresso	drinks quality	positive	drinks quality positive	yes	7	8
1404042:5	One of us actually liked the expresso - that 's it .	expresso	drinks quality	neutral	drinks quality neutral	no	0	0
1404042:6	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	negative	restaurant general negative	yes	3	4
1404042:6	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	positive	restaurant general positive	no	0	0
1404042:6	Skip this restaurant , it 's a big disappointment .	restaurant	restaurant general	neutral	restaurant general neutral	no	0	0
1410878:0	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	negative	restaurant general negative	no	0	0
1410878:0	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	positive	restaurant general positive	yes	1	2
1410878:0	Myagi is one of my favorite restaurants in the City ; the place the negative reviews describe sound like they were somewhere else .	Myagi	restaurant general	neutral	restaurant general neutral	no	0	0
1410878:1	I 've never had bad service and the fish is fresh and delicious .	service	service general	negative	service general negative	no	0	0
1410878:1	I 've never had bad service and the fish is fresh and delicious .	service	service general	positive	service general positive	yes	6	7
1410878:1	I 've never had bad service and the fish is fresh and delicious .	service	service general	neutral	service general neutral	no	0	0
1410878:1	I 've never had bad service and the fish is fresh and delicious .	fish	food quality	negative	food quality negative	no	0	0
1410878:1	I 've never had bad service and the fish is fresh and delicious .	fish	food quality	positive	food quality positive	yes	9	10
1410878:1	I 've never had bad service and the fish is fresh and delicious .	fish	food quality	neutral	food quality neutral	no	0	0
1410878:2	Their tuna tartar appetizer is to die for .	tuna tartar appetizer	food quality	negative	food quality negative	no	0	0
1410878:2	Their tuna tartar appetizer is to die for .	tuna tartar appetizer	food quality	positive	food quality positive	yes	2	5
1410878:2	Their tuna tartar appetizer is to die for .	tuna tartar appetizer	food quality	neutral	food quality neutral	no	0	0
1413697:0	I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino 's blows my families receipies away .	pizza	food quality	negative	food quality negative	no	0	0
1413697:0	I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino 's blows my families receipies away .	pizza	food quality	positive	food quality positive	yes	19	20
1413697:0	I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino 's blows my families receipies away .	pizza	food quality	neutral	food quality neutral	no	0	0
1413697:1	It is simply amazing .	NULL	food quality	negative	food quality negative	no	0	0
1413697:1	It is simply amazing .	NULL	food quality	positive	food quality positive	yes	0	0
1413697:1	It is simply amazing .	NULL	food quality	neutral	food quality neutral	no	0	0
1413697:2	The place is so cool and the service is prompt and curtious .	service	service general	negative	service general negative	no	0	0
1413697:2	The place is so cool and the service is prompt and curtious .	service	service general	positive	service general positive	yes	8	9
1413697:2	The place is so cool and the service is prompt and curtious .	service	service general	neutral	service general neutral	no	0	0
1413697:2	The place is so cool and the service is prompt and curtious .	place	ambience general	negative	ambience general negative	no	0	0
1413697:2	The place is so cool and the service is prompt and curtious .	place	ambience general	positive	ambience general positive	yes	2	3
1413697:2	The place is so cool and the service is prompt and curtious .	place	ambience general	neutral	ambience general neutral	no	0	0
1413697:3	I highly recommend to anyone to give this place a try .	place	restaurant general	negative	restaurant general negative	no	0	0
1413697:3	I highly recommend to anyone to give this place a try .	place	restaurant general	positive	restaurant general positive	yes	9	10
1413697:3	I highly recommend to anyone to give this place a try .	place	restaurant general	neutral	restaurant general neutral	no	0	0
1413697:4	You will find yourself returning quite often .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1413697:4	You will find yourself returning quite often .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1413697:4	You will find yourself returning quite often .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	food	food quality	negative	food quality negative	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	food	food quality	positive	food quality positive	yes	13	14
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	food	food quality	neutral	food quality neutral	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	service	service general	negative	service general negative	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	service	service general	positive	service general positive	yes	16	17
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	service	service general	neutral	service general neutral	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	atmosphere	ambience general	negative	ambience general negative	no	0	0
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	atmosphere	ambience general	positive	ambience general positive	yes	20	21
1417496:0	A restaurant that doesn 't try to do anything except serve great food with great service in a pleasant atmosphere .	atmosphere	ambience general	neutral	ambience general neutral	no	0	0
1417496:1	No gimmicks here -- the food speaks for itself in its freshness and preparation .	food	food quality	negative	food quality negative	no	0	0
1417496:1	No gimmicks here -- the food speaks for itself in its freshness and preparation .	food	food quality	positive	food quality positive	yes	6	7
1417496:1	No gimmicks here -- the food speaks for itself in its freshness and preparation .	food	food quality	neutral	food quality neutral	no	0	0
1417496:2	The dining room is quietly elegant with no music to shout over -- how refreshing !	dining room	ambience general	negative	ambience general negative	no	0	0
1417496:2	The dining room is quietly elegant with no music to shout over -- how refreshing !	dining room	ambience general	positive	ambience general positive	yes	2	4
1417496:2	The dining room is quietly elegant with no music to shout over -- how refreshing !	dining room	ambience general	neutral	ambience general neutral	no	0	0
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	service	service general	negative	service general negative	no	0	0
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	service	service general	positive	service general positive	yes	2	3
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	service	service general	neutral	service general neutral	no	0	0
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	staff	service general	negative	service general negative	no	0	0
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	staff	service general	positive	service general positive	yes	9	10
1417496:3	The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu , present your meal , and attend to your needs .	staff	service general	neutral	service general neutral	no	0	0
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	meal	food quality	negative	food quality negative	no	0	0
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	meal	food quality	positive	food quality positive	yes	15	16
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	meal	food quality	neutral	food quality neutral	no	0	0
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	restaurant	ambience general	negative	ambience general negative	no	0	0
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	restaurant	ambience general	positive	ambience general positive	yes	19	20
1417496:4	Looking around , I saw a room full of New Yorkers enjoying a real meal in a real restaurant , not a clubhouse of the fabulous trying to be seen .	restaurant	ambience general	neutral	ambience general neutral	no	0	0
1417496:5	Beautiful experience .	NULL	restaurant general	negative	restaurant general negative	no	0	0
1417496:5	Beautiful experience .	NULL	restaurant general	positive	restaurant general positive	yes	0	0
1417496:5	Beautiful experience .	NULL	restaurant general	neutral	restaurant general neutral	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	view	location general	negative	location general negative	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	view	location general	positive	location general positive	yes	2	3
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	view	location general	neutral	location general neutral	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	service	service general	negative	service general negative	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	service	service general	positive	service general positive	yes	6	7
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	service	service general	neutral	service general neutral	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	ambiance	ambience general	negative	ambience general negative	no	0	0
1430994:0	The view is breathtaking the service is top notch . . . the ambiance is wonderfull .	ambiance	ambience general	positive	ambience general positive	yes	14	15
